N,P,K,temperature,humidity,ph,rainfall,label
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans
39,76,76,19.96837462,15.57324389,8.135900726000001,69.15759062,chickpea
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana
69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,jute
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes
114,40,23,25.53676123,81.13668716,6.7539780610000015,95.4262599,cotton
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon
77,51,44,23.25583402,82.7015932,7.124333547000001,166.2160846,jute
10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean
110,15,48,28.57819995,92.86597437,6.2125672110000005,27.598717800000006,muskmelon
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,apple
9,16,36,23.77989026,92.93386903,5.893332377999999,106.977723,pomegranate
99,6,45,26.12588914,86.5507939,6.000975617000001,40.71210074,watermelon
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,chickpea
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,coffee
40,22,29,27.55821802,99.98187601,5.735364307,174.62564809999995,coconut
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,apple
7,40,17,31.2123945,40.92604945,8.532078732999999,53.78769958,mothbeans
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana
72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,jute
42,60,47,33.46873719,92.12746225,6.834808347999999,136.8277041,papaya
23,21,26,26.45488737,93.45042636,5.901495543999999,149.2220255,coconut
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
105,77,52,29.16226551,76.16151562,5.816622478999999,100.0075679,banana
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice
36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,mothbeans
6,68,18,24.388717,62.50453062,6.711341147000001,47.26052494,lentil
5,21,38,22.43377991,90.3396556,6.107054807999999,112.459697,pomegranate
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,coffee
29,16,36,19.81069447,88.92944254,5.7403380020000006,102.860084,pomegranate
85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,coffee
38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,pigeonpeas
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,apple
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,apple
32,57,18,15.53834801,23.75560241,5.695422862999999,107.3850593,kidneybeans
26,65,22,17.84806561,18.77621951,5.9499490810000015,143.09841709999995,kidneybeans
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,coconut
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea
89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,jute
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil
99,92,47,28.127950899999995,77.48247073,6.3239336470000005,103.5045395,banana
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,apple
106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,muskmelon
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas
115,18,53,29.17052093,94.19790371,6.0124803510000016,22.06994464,muskmelon
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes
56,59,55,37.03551903,91.79430166,6.551892637999999,188.5181422,papaya
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya
18,30,29,26.762749300000007,92.86056895,6.4200187170000005,224.5903664,coconut
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans
36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,mothbeans
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee
20,20,10,11.86631922,93.68394562,6.976997772000001,106.060149,orange
39,65,53,35.33294932,92.11508608,6.560743092999999,235.6133585,papaya
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil
7,11,32,29.25902906,95.11294697,5.542169138999999,184.7624496,coconut
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
9,25,41,24.81530144,91.90842992,5.972714857000001,109.2853418,pomegranate
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,apple
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,coffee
89,85,55,26.671983500000003,76.48541655,6.275384607,91.73358569,banana
0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,apple
61,41,35,24.97178693,79.47557931,6.842966478999998,195.7571622,jute
36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,lentil
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut
72,41,36,26.50838667,86.84264005,6.065898282999999,152.9801697,jute
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,apple
7,15,32,25.03512351,95.89739958,6.182232762000001,174.796583,coconut
14,23,25,26.18552389,96.96637916,5.6121227970000005,135.4186222,coconut
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas
6,13,9,34.51423957,90.56151463,7.786725333,118.32719679999998,orange
1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,apple
104,17,46,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon
96,18,50,25.3310446,84.30533791,6.904241707000001,41.53218699,watermelon
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,blackgram
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,lentil
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,lentil
0,137,195,22.4359017,80.18612085,6.329499832000001,65.3973168,grapes
100,14,49,29.48882958,91.07574233,6.365956657999999,26.01909355,muskmelon
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana
28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,apple
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil
12,142,203,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes
32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,apple
102,28,54,25.15623099,80.27525115,6.862157042000001,55.49541453,watermelon
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
3,60,19,25.74679443,40.7192594,4.820788186000001,100.7791633,pigeonpeas
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon
32,76,15,28.05153602,63.49802189,7.604110177000001,43.35795377,lentil
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
31,29,26,28.22373428,47.40519056,5.024124683999999,97.76832322,mango
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,orange
109,10,53,26.81938687,87.8274604,6.5517503060000015,46.06193778,watermelon
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize
79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,mango
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,cotton
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes
32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,apple
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,banana
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,apple
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
118,44,23,22.08458267,82.82904143,6.6916904760000016,67.06459777,cotton
17,136,196,23.87192332,90.49939035,5.882155987999999,103.0548094,apple
16,75,21,18.50692825,23.61670065,5.679224346,87.05132890000002,kidneybeans
27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas
10,71,18,19.54284889,66.34777265,6.151029296,173.11069819999997,pigeonpeas
19,30,30,29.56549169,91.40896307,5.826381164,224.83157290000003,coconut
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon
65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice
8,58,17,28.75273118,69.15640149,7.286049977999999,35.15426171,lentil
27,71,23,23.45379018,46.48714759,7.10959773,150.87122019999995,pigeonpeas
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,lentil
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,chickpea
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram
19,7,9,27.255435,91.71369387,6.969883482999999,101.139435,orange
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
29,138,197,22.19055385,92.43764169,5.830892252000001,121.6622761,apple
95,37,35,27.31317116,68.42333909999999,6.348337518999998,192.4288139,coffee
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
100,40,35,27.56441788,54.41094079,6.9557873510000015,177.816092,coffee
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram
28,67,21,21.79792649,63.73086065,6.250994222999999,46.62370222,lentil
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans
25,27,41,19.20090378,94.27659596,6.9235093710000015,108.0423555,pomegranate
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya
93,81,50,27.71822477,76.57853189,6.0360792660000016,102.2099836,banana
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,coconut
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans
40,136,202,22.85267372,94.57645809999998,5.935336307999999,117.53140259999998,apple
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,cotton
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
117,30,50,24.90123934,87.20772913,6.744966312000001,46.59207341,watermelon
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
100,58,41,23.17403323,87.88255345,6.6587699910000016,160.6217342,jute
83,22,54,25.89762315,81.96664832,6.277245253999999,54.49960057,watermelon
81,30,31,24.65090184,51.93952357,7.027585558999999,135.1386537,coffee
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize
115,12,52,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon
89,25,34,23.07895447,63.65861483,7.184801627000001,129.8765443,coffee
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea
83,15,49,28.92705913,91.39356832,6.438008152999999,23.20076686,muskmelon
54,66,52,36.56769731,93.79503425,6.867554147000001,104.4218596,papaya
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice
52,70,16,33.66855394,66.60416867,7.534811832999999,67.32520551,blackgram
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana
12,67,23,25.62896213,63.14909763,6.585020302999999,45.49683991,lentil
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana
83,11,53,29.54097171,92.91778307,6.163921247999999,21.9653077,muskmelon
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize
1,76,19,24.18553163,46.68746847,6.6695294160000005,177.3377996,pigeonpeas
66,47,36,24.85441411,74.44070479999998,6.57256106,175.572958,jute
82,18,48,29.09588297,94.16748386,6.1590508160000015,26.70581328,muskmelon
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
10,75,17,18.43966037,68.05394959,7.732194787999999,39.00992137,lentil
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
20,72,19,32.47648301,64.34848735,7.397190844,65.82045699999999,blackgram
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
100,41,22,22.4204752,84.55794703,7.318802162000001,93.46595573,cotton
18,23,44,23.71028128,89.61794165,6.184400085,105.64999070000002,pomegranate
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice
110,14,51,27.02415146,91.66737633,6.085444691,21.26034986,muskmelon
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,lentil
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans
7,16,9,18.87957654,92.04304496,7.813916602999999,114.6659511,orange
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,apple
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango
83,38,35,25.70822684,52.88667115,7.18915558,136.73250919999998,coffee
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,coffee
13,61,24,18.29783597,69.6897615,7.629910252999999,49.39111479,lentil
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes
86,40,39,25.72100868,88.16513579,6.207459637,175.60866969999995,jute
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,apple
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute
13,126,204,23.1094265,92.79630809,6.3831802710000005,108.183792,apple
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon
76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,jute
54,65,47,27.92765919,91.55594211,6.721835879,149.91075569999995,papaya
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea
84,55,38,26.8748389,79.78725152,6.956682742999999,173.1017097,jute
43,50,48,28.28222883,91.37059792,6.63016515,179.27208069999998,papaya
108,89,53,29.55054817,78.06762846,5.808497603999999,99.34482238,banana
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,cotton
23,23,30,32.82141065,47.45553843,4.755273631000001,90.89173106,mango
81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize
59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya
1,12,30,27.754298,95.94643831,5.56222383,131.09000759999998,coconut
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans
19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
2,120,203,23.12652652,94.71203306,5.893492998999999,108.62118329999998,apple
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut
16,8,9,24.60297538,91.28408653,7.601189842999999,111.2948115,orange
95,30,52,29.48069921,90.33698678,6.640470862999999,26.0365768,muskmelon
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton
7,23,35,19.75088482,88.71691157,7.054313822999999,102.5538035,pomegranate
99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
0,17,42,23.20242586,91.19442671,6.8598408210000015,109.0946323,pomegranate
28,123,198,23.46260321,91.45665004,5.682751473,111.7763395,apple
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange
114,94,53,26.33544853,76.8532006,6.190757458999999,118.6858263,banana
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes
98,26,52,27.33897716,90.69759008,6.150090898999999,28.69113835,muskmelon
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram
20,40,15,29.57329479,88.07505524,7.199495367999999,45.04467075,mungbean
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes
97,12,47,25.28784623,89.63667876,6.765094963999998,58.28697664,watermelon
14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,apple
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
27,79,82,17.06579293,17.54024066,6.307004922999999,70.87150577,chickpea
37,36,27,27.552973600000005,47.90859131,5.910634533,90.40332704,mango
35,140,197,16.77557314,82.75241875,6.106190557000001,66.76285469,grapes
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,jute
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,mango
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans
61,41,44,24.36972377,82.11319791,6.537914957999999,159.92109340000005,jute
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,lentil
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice
88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
127,53,24,22.21506982,76.17851932,6.127939627999999,70.40557612,cotton
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton
34,21,42,18.75927679,89.93457597,6.648687273999999,111.0196744,pomegranate
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
99,57,38,24.80624984,82.09281674,6.356295567999999,156.3616174,jute
5,13,37,22.34375696,89.7870345,5.648243648999999,103.3183074,pomegranate
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,apple
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,lentil
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,cotton
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
